,Tweets,class
1110,contact tracing   how it works  who could get hired  and why it s so critical in fighting coronavirus now,0
819,what s the difference between self isolation and self quarantine  and who should consider them ,0
924,are antibiotics effective in preventing and treating covid  ,0
566,on march     the who declared covid  a pandemic and the world changed   two years later  at least  million people have died around the world  but now  relief and hope are creeping back in after a long period of loss  fear  and uncertainty    https   t co ,1
935,freshly boiled garlic water is a cure for coronavirus,0
260,j r  nyquist interviewed by mike adams  coronavirus  china  bioweapons and world war iii,0
571, broadcast   the coronavirus is curable  do you believe it  you better ,0
178,cdc s new mask guidelines for covid  throw vulnerable people under the bus https   t co  https   t co ,1
398,moving the u s  forward out of the covid  pandemic will require vigilance for new variants  measures to prevent businesses and schools from shutting down  and continued global vaccine donations  according to a blueprint by the biden administration https   t co ,1
729,what is it like inside a hospital biocontainment room ,0
334, children are suffering immensely now and need our help   a new study estimates that at least   million children around the world lost a parent or other caregiver to covid  in the first  months of the pandemic  https   t co  https   t co toyqszzcrf,1
394,this scientist suggested a drug to treat covid    fact checkers  branded him fake news,0
1001,the novel coronavirus contains  pshuttle sn  sequence  proving laboratory origin ,0
407,as russian president vladimir putin launched a war against ukraine  half a world away the u s  economy appeared to be rebounding from a winter surge of covid  infections https   t co cmjbirlsqy,1
289,flora growth announced this week that they will be seeking emergency use authorization  under covid  protocols in colombia  for a cannabis based product  https   t co ,1
774,will a pneumococcal vaccine help protect me against coronavirus ,0
174,queen elizabeth appears to be on the mend after testing positive for covid  https   t co baciokyamt https   t co ,1
273,is coronavirus a manufactured bioweapon that chinese spies stole from canada ,0
943,every election year has a disease  coronavirus has a contagion factor of  and a cure rate of    for those under  it infects,0
193,after several attempts at getting people to go back to their offices only to be thwarted by the covid  surges  including the delta and omicron variants it may finally happen https   t co ,1
453,the pandemic has caused a reset in modern dating culture https   t co ,1
145,the global death toll from covid  passed  million monday  a bleak milestone as a growing number of countries around the world drop all pandemic restrictions and prepare to live with the virus  https   t co ,1
476,a robust retail sales report could be a good sign as covid  cases wane  explains  wsjheard  wsjwhatsnow https   t co  https   t co ,1
607,luc montagnier insists that the virus came out of a lab in follow up interview,0
